id,author_id,created_at,geo,retweet_count,reply_count,like_count,qoute_count,text,entities,context_annotations
1526540001995022337,1072187272815149057,2022-05-17 12:27:52+00:00,,17,10,158,1,"Spread Love, not CO2! 🏳️‍🌈
#IDAHOBIT2022 #YesToQueer","{'hashtags': [{'start': 27, 'end': 40, 'tag': 'IDAHOBIT2022'}, {'start': 41, 'end': 52, 'tag': 'YesToQueer'}]}",[]
1526536363755151360,1072187272815149057,2022-05-17 12:13:25+00:00,,16,10,175,1,"Quote of the day: Queer denken statt Querdenken!
#YesToQueer #IDAHOBIT2022","{'hashtags': [{'start': 49, 'end': 60, 'tag': 'YesToQueer'}, {'start': 61, 'end': 74, 'tag': 'IDAHOBIT2022'}]}",[]
1526534237972746242,1072187272815149057,2022-05-17 12:04:58+00:00,,21,62,274,8,"Was bedeutet queer?

Queer ist eine positive Selbstbezeichnung von Personen, die in Bezug auf ihre sexuelle Orientierung oder ihre Geschlechtsidentität nicht der gesellschaftlichen Norm entsprechen. Queer ist bunt, vielfältig und powerful! ✊🏳️‍🌈 #YesToQueer #IDAHOBIT2022","{'hashtags': [{'start': 246, 'end': 257, 'tag': 'YesToQueer'}, {'start': 258, 'end': 271, 'tag': 'IDAHOBIT2022'}]}",[]
1526533216907182081,1072187272815149057,2022-05-17 12:00:55+00:00,,16,16,151,1,"Heute ist der internationale Tag gegen Homo-, Bi-, Inter-, und Transfeindlichkeit. Noch immer werden queere Menschen in Deutschland und überall auf der Welt benachteiligt und angegriffen. Jede Form der Diskriminierung hat bei uns keinen Platz! #IDAHOBIT2022 🏳️‍🌈","{'hashtags': [{'start': 244, 'end': 257, 'tag': 'IDAHOBIT2022'}]}",[]
1526481722686291971,1072187272815149057,2022-05-17 08:36:18+00:00,,65,37,490,3,"Heute ist der internationale Tag gegen Homo-, Bi-, Inter- und Transphobie. Ziel des Tages ist es, auf Queerfeindlichkeit aufmerksam zu machen und eine Plattform für Betroffene zu schaffen. Auf Twitter posten wir dazu ab 14 Uhr unter den Hashtags #YesToQueer und #IDAHOBIT2022","{'hashtags': [{'start': 246, 'end': 257, 'tag': 'YesToQueer'}, {'start': 262, 'end': 275, 'tag': 'IDAHOBIT2022'}]}","[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}]"
1526263543687004166,1072187272815149057,2022-05-16 18:09:20+00:00,,41,10,124,0,"Heute ist die #PublicClimateSchool gestartet. Zusammen mit Expert:innen bringen Students for Future Gruppen aus ganz Deutschland damit eine Woche lang Klimabildung in Schule, Uni und Gesellschaft.

Hier kommt ihr zum Livestream: https://t.co/jwxRTU3vd3 https://t.co/Lll5fSKBYu","{'hashtags': [{'start': 14, 'end': 34, 'tag': 'PublicClimateSchool'}], 'urls': [{'start': 229, 'end': 252, 'url': 'https://t.co/jwxRTU3vd3', 'expanded_url': 'http://fffutu.re/pcsYT', 'display_url': 'fffutu.re/pcsYT', 'images': [{'url': 'https://pbs.twimg.com/news_img/1526804793620017152/HS7FNH-P?format=jpg&name=orig', 'width': 900, 'height': 900}, {'url': 'https://pbs.twimg.com/news_img/1526804793620017152/HS7FNH-P?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Students For Future DE', 'description': 'Das ist der offizielle YouTube Kanal von Students For Future Deutschland! Wir sind Studierende, die für mehr Klimaschutz streiken. Wir sind damit Teil der weltweiten Bewegung Fridays for Future. Der Klimawandel ist längst eine reale Bedrohung für unsere Zukunft. Wir werden die Leidtragenden des Klimawandels sein. Gleichzeitig sind wir die letzte Generation, die einen katastrophalen Klimawandel noch verhindern kann. Doch unsere Politiker*innen unternehmen nichts, um die Klimakrise abzuwenden. Die Treibhausgas-Emissionen steigen seit Jahren, noch immer werden Kohle, Öl und Gas abgebaut. Deswegen gehen wir freitags weder in die Schule noch in die Uni. Denn mit jedem Tag, der ungenutzt verstreicht, setzt ihr unsere Zukunft aufs Spiel! “Why should I be studying for a future that soon may be no more, when no one is doing anything to save that future?” -Greta Thunberg, 16-jährige Klima-Aktivistin im Streik', 'unwound_url': 'https://www.youtube.com/channel/UC9GwQ_SGeq7Nrn4NQfwVoRA'}, {'start': 253, 'end': 276, 'url': 'https://t.co/Lll5fSKBYu', 'expanded_url': 'https://twitter.com/FridayForFuture/status/1526263543687004166/photo/1', 'display_url': 'pic.twitter.com/Lll5fSKBYu', 'media_key': '3_1526263541426184192'}]}",[]
1526107563930095617,1072187272815149057,2022-05-16 07:49:31+00:00,,186,24,695,5,"BASF hat Deutschlands Erdgas-Abhängigkeit maßgeblich mit aufgebaut und warnt jetzt am lautesten gegen einen Importstopp.

Ökonom:innen entlarven die ausgedachten Zahlen des Konzerns derweil als Panikmache. Fakt ist aber: Mit dem Import von russischem Gas macht BASF massiv Profit. https://t.co/B3YkdSjyxz","{'urls': [{'start': 281, 'end': 304, 'url': 'https://t.co/B3YkdSjyxz', 'expanded_url': 'https://twitter.com/FridayForFuture/status/1526107563930095617/video/1', 'display_url': 'pic.twitter.com/B3YkdSjyxz', 'media_key': '7_1526107437966704642'}]}",[]
1525841343280517120,1072187272815149057,2022-05-15 14:11:39+00:00,,62,51,388,9,"Heute ist Landtagswahl in Nordrhein-Westfalen. Doch egal, welche Partei die meisten Stimmen bekommt: Klimagerechtigkeit wird auf der Straße erkämpft! Für einen sozialökologischen #NRWandel ohne Dominanz von fossilen Interessen gehen wir am 21.05. auf die Straße.
#ltwnrw22","{'hashtags': [{'start': 179, 'end': 188, 'tag': 'NRWandel'}, {'start': 263, 'end': 272, 'tag': 'ltwnrw22'}]}",[]
1525747905428062209,1072187272815149057,2022-05-15 08:00:22+00:00,,141,101,1252,4,"Hey @Wissing, wie wäre es, endlich ein Tempolimit einzuführen, statt über zu viele Bilder von Essen zu meckern? Sogar die UMK hat's verstanden:
https://t.co/CPyt4j4GlG","{'mentions': [{'start': 4, 'end': 12, 'username': 'Wissing', 'id': '20593301'}], 'urls': [{'start': 144, 'end': 167, 'url': 'https://t.co/CPyt4j4GlG', 'expanded_url': 'https://www.spiegel.de/auto/tempolimit-umweltministerkonferenz-ist-dafuer-und-fordert-verbot-von-biosprit-aus-agrarflaechen-a-098bde7b-606b-4a7f-ba30-818c2e0eacac#ref=rss', 'display_url': 'spiegel.de/auto/tempolimi…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1525089695427854336/Qm9-zx7e?format=jpg&name=orig', 'width': 1280, 'height': 723}, {'url': 'https://pbs.twimg.com/news_img/1525089695427854336/Qm9-zx7e?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Tempolimit als Sofortmaßnahme: Umweltministerkonferenz fordert Verbot von Biosprit aus Agrarflächen', 'description': 'Die Umweltministerkonferenz hat sich überraschend für ein befristetes Tempolimit auf Autobahnen ausgesprochen. Die Maßnahme soll den Ölverbrauch senken und Biosprit ersetzen. Der Druck auf die Ampelkoalition im Bund wächst.', 'unwound_url': 'https://www.spiegel.de/auto/tempolimit-umweltministerkonferenz-ist-dafuer-und-fordert-verbot-von-biosprit-aus-agrarflaechen-a-098bde7b-606b-4a7f-ba30-818c2e0eacac#ref=rss'}]}",[]
1525152961600663552,1072187272815149057,2022-05-13 16:36:16+00:00,,44,10,352,1,Wissing be like https://t.co/lFnIiunNS2 https://t.co/Vnvh4130h2,"{'urls': [{'start': 16, 'end': 39, 'url': 'https://t.co/lFnIiunNS2', 'expanded_url': 'https://twitter.com/FridayForFuture/status/1525152961600663552/photo/1', 'display_url': 'pic.twitter.com/lFnIiunNS2', 'media_key': '3_1525152958069059585'}, {'start': 40, 'end': 63, 'url': 'https://t.co/Vnvh4130h2', 'expanded_url': 'https://twitter.com/ZDFnrw/status/1524352825756639233', 'display_url': 'twitter.com/ZDFnrw/status/…'}]}",[]
1525135401484156928,1072187272815149057,2022-05-13 15:26:30+00:00,,18,12,103,2,"Zum Auftakt der #PublicClimateSchool besprechen die @sciforfuture heute: Muss Wissenschaft lauter werden?

Mit dabei sind Meteorologe @terliwetter, Psychologin @leadohm, Chemiker @sci_ffert, Autorin @SaraSchurmann sowie Physiker und Moderator Harald Lesch.
https://t.co/kEl3Qmpe1W https://t.co/HdG53LLXfW","{'hashtags': [{'start': 16, 'end': 36, 'tag': 'PublicClimateSchool'}], 'mentions': [{'start': 52, 'end': 65, 'username': 'sciforfuture', 'id': '1103391316464058369'}, {'start': 134, 'end': 146, 'username': 'TerliWetter', 'id': '102157523'}, {'start': 160, 'end': 168, 'username': 'LeaDohm', 'id': '2744441025'}, {'start': 179, 'end': 189, 'username': 'sci_ffert', 'id': '1407429501802487811'}, {'start': 199, 'end': 213, 'username': 'SaraSchurmann', 'id': '1108478257'}], 'urls': [{'start': 257, 'end': 280, 'url': 'https://t.co/kEl3Qmpe1W', 'expanded_url': 'http://youtu.be/05nE2yjFHRw', 'display_url': 'youtu.be/05nE2yjFHRw', 'images': [{'url': 'https://pbs.twimg.com/news_img/1525207389137518592/RzOIajRl?format=jpg&name=orig', 'width': 1280, 'height': 720}, {'url': 'https://pbs.twimg.com/news_img/1525207389137518592/RzOIajRl?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Klimakrise ist jetzt: Muss Wissenschaft lauter werden?', 'description': 'Über die Rolle der Wissenschaft angesichts der drohenden und oft verdrängten Klimakrise findet am 13. Mai um 20:30 Uhr eine Podiumsdiskussion an der Johannes...', 'unwound_url': 'https://www.youtube.com/watch?v=05nE2yjFHRw&feature=youtu.be'}, {'start': 281, 'end': 304, 'url': 'https://t.co/HdG53LLXfW', 'expanded_url': 'https://twitter.com/FridayForFuture/status/1525135401484156928/photo/1', 'display_url': 'pic.twitter.com/HdG53LLXfW', 'media_key': '3_1525135084738715650'}]}",[]
1525093078297722880,1072187272815149057,2022-05-13 12:38:19+00:00,,174,26,1043,4,"Schwarz-gelbe Logik:

🚧 Abstand zum Windrad: 1000m

🚧 Abstand zum Tagebau: 50m

#NRWgenugVerWÜSTet","{'hashtags': [{'start': 80, 'end': 98, 'tag': 'NRWgenugVerWÜSTet'}]}",[]
1525090532078264320,1072187272815149057,2022-05-13 12:28:12+00:00,,122,13,709,3,"📁 NRW-Landesregierung
 └📁 Klimaschutz
     └📁 ausreichende Maßnahmen
         └⚠️ [ Dieser Ordner ist leer ]
     └📁 Vertuschen und blockieren
         └📄 [ 525 Elemente ]

#NRWgenugVerWÜSTet","{'hashtags': [{'start': 173, 'end': 191, 'tag': 'NRWgenugVerWÜSTet'}]}",[]
1525087485507817473,1072187272815149057,2022-05-13 12:16:05+00:00,,120,21,681,6,"REALITÄT   vs.   WAHLKAMPF

#NRWgenugVerWÜSTet https://t.co/73sHB6EJ6i","{'hashtags': [{'start': 28, 'end': 46, 'tag': 'NRWgenugVerWÜSTet'}], 'urls': [{'start': 47, 'end': 70, 'url': 'https://t.co/73sHB6EJ6i', 'expanded_url': 'https://twitter.com/FridayForFuture/status/1525087485507817473/photo/1', 'display_url': 'pic.twitter.com/73sHB6EJ6i', 'media_key': '3_1525087480730492934'}, {'start': 47, 'end': 70, 'url': 'https://t.co/73sHB6EJ6i', 'expanded_url': 'https://twitter.com/FridayForFuture/status/1525087485507817473/photo/1', 'display_url': 'pic.twitter.com/73sHB6EJ6i', 'media_key': '3_1525087483368710144'}]}",[]
1525083744914354178,1072187272815149057,2022-05-13 12:01:14+00:00,,37,9,268,1,".@HendrikWuest behauptet, seine sparsame Politik stehe für Generationengerechtigkeit.

Sparsam ist aber vor allem der Ausbau der Windenergie in NRW. Dieser heizt die Klimakrise weiter an und das ist alles andere als gerecht! Wir sagen: #NRWgenugVerWÜSTet https://t.co/0b8fPsMohc","{'hashtags': [{'start': 236, 'end': 254, 'tag': 'NRWgenugVerWÜSTet'}], 'mentions': [{'start': 1, 'end': 14, 'username': 'HendrikWuest', 'id': '724509927952277504'}], 'urls': [{'start': 255, 'end': 278, 'url': 'https://t.co/0b8fPsMohc', 'expanded_url': 'https://twitter.com/CDUNRW_de/status/1524824648306905089', 'display_url': 'twitter.com/CDUNRW_de/stat…'}]}",[]
1524851022404911110,1072187272815149057,2022-05-12 20:36:28+00:00,,112,25,681,2,"Wenn @HendrikWuest tatsächlich dafür ist, dass #AlleDörferBleiben, wo bleibt dann der Abriss-Stopp für Lützerath und eine entsprechende Begrenzung der Kohlefördermenge?! 🤨

#NRWgenugVerWÜSTet #TVDuell https://t.co/SLzyKB2zbz","{'hashtags': [{'start': 47, 'end': 65, 'tag': 'AlleDörferBleiben'}, {'start': 173, 'end': 191, 'tag': 'NRWgenugVerWÜSTet'}, {'start': 192, 'end': 200, 'tag': 'TVDuell'}], 'mentions': [{'start': 5, 'end': 18, 'username': 'HendrikWuest', 'id': '724509927952277504'}], 'urls': [{'start': 201, 'end': 224, 'url': 'https://t.co/SLzyKB2zbz', 'expanded_url': 'https://twitter.com/FridayForFuture/status/1524851022404911110/photo/1', 'display_url': 'pic.twitter.com/SLzyKB2zbz', 'media_key': '3_1524851019422875655'}]}",[]
1524831484821000199,1072187272815149057,2022-05-12 19:18:50+00:00,,72,22,290,1,"Unternehmen wie BASF warnen dieser Tage davor, dass ein Gas-Embargo ""unsere gesamte Volkswirtschaft zerstören"" würde.

Ökonom Alexander Kriwoluzky vom @DIW_Berlin stellt hingegen klar: Diese Panikmache basiert nicht auf wissenschaftlichen Modellen, sondern auf Bauchgefühl! https://t.co/g5ftaabFBp","{'mentions': [{'start': 151, 'end': 162, 'username': 'DIW_Berlin', 'id': '135138608'}], 'urls': [{'start': 274, 'end': 297, 'url': 'https://t.co/g5ftaabFBp', 'expanded_url': 'https://twitter.com/FridayForFuture/status/1524831484821000199/video/1', 'display_url': 'pic.twitter.com/g5ftaabFBp', 'media_key': '7_1524831406760808455'}]}",[]
1524753431377842177,1072187272815149057,2022-05-12 14:08:41+00:00,,77,51,427,2,"""Es macht fassungslos, mit welcher Selbstverständlichkeit der grüne Wirtschaftsminister die Interessen fossiler Konzerne vorantreibt und seine Partei Ölbohrungen im Wattenmeer befürwortet - das ist keine nachhaltige Krisenpolitik!"", so @PaulineBruenger
https://t.co/n8sEvb7YB0","{'mentions': [{'start': 236, 'end': 252, 'username': 'PaulineBruenger', 'id': '1176591633594363907'}], 'urls': [{'start': 253, 'end': 276, 'url': 'https://t.co/n8sEvb7YB0', 'expanded_url': 'https://www.rnd.de/politik/geplante-oelbohrungen-im-wattenmeer-fridays-for-future-und-gruene-jugend-empoert-KZUVX7FVAKMQWQPD2IWHAW2AUI.html', 'display_url': 'rnd.de/politik/geplan…', 'status': 200, 'title': 'Geplante Ölbohrungen im Wattenmeer: Fridays for Future und Grüne Jugend empört', 'description': 'Die Klimaschutzbewegung Fridays for Future zeigt sich empört über Überlegungen zu Ölbohrungen im deutschen Wattenmeer. Auch die Grüne Jugend kritisierte die Pläne.', 'unwound_url': 'https://www.rnd.de/politik/geplante-oelbohrungen-im-wattenmeer-fridays-for-future-und-gruene-jugend-empoert-KZUVX7FVAKMQWQPD2IWHAW2AUI.html'}]}",[]
1524701620130529280,1072187272815149057,2022-05-12 10:42:48+00:00,,48,30,212,0,"Hey @BMWK,
es ist nicht der Moment für zögerliche Maßnahmenpakete mit schönen Worten, sondern für eine echte Energie-, Verkehrs- und Bauwende für 1,5°!

https://t.co/hbf0vtnTbC","{'mentions': [{'start': 4, 'end': 9, 'username': 'BMWK', 'id': '947587280'}], 'urls': [{'start': 153, 'end': 176, 'url': 'https://t.co/hbf0vtnTbC', 'expanded_url': 'https://www.spiegel.de/wissenschaft/mensch/klima-sofortprogramm-der-bundesregierung-warten-auf-die-klimawende-a-2ac61d6b-7756-4512-9a6a-d0e0306fc689#ref=rss?sara_ecid=soci_upd_wbMbjhOSvViISjc8RPU89NcCvtlFcJ', 'display_url': 'spiegel.de/wissenschaft/m…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1524470664689823744/ePCvYmrp?format=jpg&name=orig', 'width': 1280, 'height': 723}, {'url': 'https://pbs.twimg.com/news_img/1524470664689823744/ePCvYmrp?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Klima-Sofortprogramm der Bundesregierung: Warten auf die Klimawende', 'description': 'Die Bundesregierung muss sich nicht nur um neue Gas- und Ölquellen kümmern, sondern auch um den Klimaschutz. Hinter den Kulissen wird gerade darum gerungen, wie radikal die Einschnitte in den nächsten Jahren werden.', 'unwound_url': 'https://www.spiegel.de/wissenschaft/mensch/klima-sofortprogramm-der-bundesregierung-warten-auf-die-klimawende-a-2ac61d6b-7756-4512-9a6a-d0e0306fc689#ref=rss?sara_ecid=soci_upd_wbMbjhOSvViISjc8RPU89NcCvtlFcJ'}]}",[]
1524397126008066050,1072187272815149057,2022-05-11 14:32:51+00:00,,119,0,0,0,RT @AlleDoerfer: Wir sind vor dem Landtag von NRW und sagen laut und deutlich: #LützerathBleibt! Auch die nächste Landesregierung muss mit…,"{'hashtags': [{'start': 79, 'end': 95, 'tag': 'LützerathBleibt'}], 'mentions': [{'start': 3, 'end': 15, 'username': 'AlleDoerfer', 'id': '1093908820588412928'}]}",[]
1524348979697401857,1072187272815149057,2022-05-11 11:21:32+00:00,,55,26,232,3,"💥 Wir brauchen mehr Klima-Bildung!
⠀
Nächste Woche ist daher wieder #PublicClimateSchool. Zahlreiche Expert:innen werden bei uns im Livestream über verschiedene Aspekte der Klimakrise informieren und #KlimabildungFürAlle ermöglichen.

👉 Alle Infos: https://t.co/E5hPRDJLSo https://t.co/4fdOw4WHIX","{'urls': [{'start': 249, 'end': 272, 'url': 'https://t.co/E5hPRDJLSo', 'expanded_url': 'http://publicclimateschool.de', 'display_url': 'publicclimateschool.de', 'images': [{'url': 'https://pbs.twimg.com/news_img/1526891856646242310/CNE2YqEp?format=jpg&name=orig', 'width': 2048, 'height': 1152}, {'url': 'https://pbs.twimg.com/news_img/1526891856646242310/CNE2YqEp?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Public Climate School', 'description': 'Die Public Climate School bringt Klimabildung in Schule, Uni und Gesellschaft, um der Klimakrise die Bedeutung beizumessen, die sie erfordert.', 'unwound_url': 'https://publicclimateschool.de/'}, {'start': 273, 'end': 296, 'url': 'https://t.co/4fdOw4WHIX', 'expanded_url': 'https://twitter.com/FridayForFuture/status/1524348979697401857/photo/1', 'display_url': 'pic.twitter.com/4fdOw4WHIX', 'media_key': '3_1524348976086061057'}], 'hashtags': [{'start': 68, 'end': 88, 'tag': 'PublicClimateSchool'}, {'start': 200, 'end': 220, 'tag': 'KlimabildungFürAlle'}]}",[]
1524026498830807040,1072187272815149057,2022-05-10 14:00:07+00:00,,37,21,166,0,"Erderhitzung | nächster Klimastreik
                   🤝 kommt schneller als gedacht

https://t.co/2I7c0jRdVX","{'urls': [{'start': 86, 'end': 109, 'url': 'https://t.co/2I7c0jRdVX', 'expanded_url': 'https://www.deutschlandfunk.de/weltwetterorganisation-1-5-grad-erwaermung-koennte-schon-2026-erreicht-sein-100.html', 'display_url': 'deutschlandfunk.de/weltwetterorga…'}]}",[]
1523941370389536769,1072187272815149057,2022-05-10 08:21:50+00:00,,483,241,1792,35,"Schon in 5 Jahren könnte die globale Durchschnittstemperatur eine Erwärmung von 1,5°C erreicht haben.

Wir haben gewarnt, protestiert, geschrien, damit ihr auf die Wissenschaft hört. Aber ihr wolltet die Politik ja lieber ""den Profis"" überlassen.🤡

https://t.co/6eupRi7E7F","{'urls': [{'start': 249, 'end': 272, 'url': 'https://t.co/6eupRi7E7F', 'expanded_url': 'https://www.zeit.de/wissen/umwelt/2022-05/un-globale-erwaermung-hitzerekord-klimabericht', 'display_url': 'zeit.de/wissen/umwelt/…'}]}",[]
1523660771581825024,1072187272815149057,2022-05-09 13:46:50+00:00,,274,82,1569,38,"Letzte Woche wurde bekannt, dass Wissing der Bahn das Geld streicht. Heute, dass er mit einer Abwrackprämie 73 Milliarden für die Autoindustrie plant – inkl. verlängerter Förderung von klimaschädlichen Plug-in-Hybriden.

Verkehrswende sieht anders aus.

https://t.co/iGHOacBkf3","{'urls': [{'start': 254, 'end': 277, 'url': 'https://t.co/iGHOacBkf3', 'expanded_url': 'https://www.handelsblatt.com/politik/elektroauto-wissings-klimaplan-verkehrsminister-will-abwrackpraemie-und-10-800-euro-e-auto-rabatt/28312600.html', 'display_url': 'handelsblatt.com/politik/elektr…'}]}",[]
1523339865035010048,1072187272815149057,2022-05-08 16:31:40+00:00,,32,43,360,3,"Am #TagDerBefreiung sind wir solidarisch mit dem breiten antifaschistischen Protest!

Die zunehmende Verbreitung von antisemitischen Verschwörungsmythen zeigt, dass wir uns rechter Hetze klar entgegenstellen müssen. Die Klimagerechtigkeitsbewegung ist antifaschistisch! ✊🖤❤️","{'hashtags': [{'start': 3, 'end': 19, 'tag': 'TagDerBefreiung'}]}",[]
1522998446147260416,1072187272815149057,2022-05-07 17:55:00+00:00,,202,76,1229,7,"Was wir zur Einhaltung der Klimaziele im Verkehrssektor brauchen:
✅ Tempolimit
✅ 9-Euro-Ticket für Alle
✅ Bahnausbau
Was wir nicht brauchen:
❌ Einen Verkehrsminister, der das alles blockiert 
https://t.co/1ZeZU1HYzX","{'urls': [{'start': 192, 'end': 215, 'url': 'https://t.co/1ZeZU1HYzX', 'expanded_url': 'https://www.spiegel.de/wirtschaft/volker-wissing-gibt-deutscher-bahn-zu-wenig-geld-fuer-ausbau-des-schienennetzes-a-75280352-7d16-4174-8125-f1208b091c88?utm_source=dlvr.it&utm_medium=twitter#ref=rss', 'display_url': 'spiegel.de/wirtschaft/vol…'}]}",[]
1522654401239859201,1072187272815149057,2022-05-06 19:07:53+00:00,,212,52,1068,6,"Vor den Landtagswahlen in Schleswig-Holstein und Nordrhein-Westfalen waren wir heute wieder in über 30 Städten auf der Straße. Danke an alle, die dabei waren! https://t.co/Vt1MRxWoT7","{'urls': [{'start': 159, 'end': 182, 'url': 'https://t.co/Vt1MRxWoT7', 'expanded_url': 'https://twitter.com/FridayForFuture/status/1522654401239859201/photo/1', 'display_url': 'pic.twitter.com/Vt1MRxWoT7', 'media_key': '3_1522654362971086851'}, {'start': 159, 'end': 182, 'url': 'https://t.co/Vt1MRxWoT7', 'expanded_url': 'https://twitter.com/FridayForFuture/status/1522654401239859201/photo/1', 'display_url': 'pic.twitter.com/Vt1MRxWoT7', 'media_key': '3_1522654377605050369'}, {'start': 159, 'end': 182, 'url': 'https://t.co/Vt1MRxWoT7', 'expanded_url': 'https://twitter.com/FridayForFuture/status/1522654401239859201/photo/1', 'display_url': 'pic.twitter.com/Vt1MRxWoT7', 'media_key': '3_1522654389802000386'}, {'start': 159, 'end': 182, 'url': 'https://t.co/Vt1MRxWoT7', 'expanded_url': 'https://twitter.com/FridayForFuture/status/1522654401239859201/photo/1', 'display_url': 'pic.twitter.com/Vt1MRxWoT7', 'media_key': '3_1522654397939040257'}]}",[]
1522492109315624960,1072187272815149057,2022-05-06 08:23:00+00:00,,98,85,655,6,"Eine neue Studie zeigt: Die Jugend sieht die Klimakatastrophe als eines der drängendsten Probleme an und will raus aus der Dauer-Krise. Was wäre, wenn die Politik solche Sorgen mal ernst nehmen würde!
https://t.co/U0o2ErjNRD","{'urls': [{'start': 201, 'end': 224, 'url': 'https://t.co/U0o2ErjNRD', 'expanded_url': 'https://www.tagesschau.de/regional/nordrheinwestfalen/wdr-story-47501.html', 'display_url': 'tagesschau.de/regional/nordr…'}]}",[]
1522245285811998721,1072187272815149057,2022-05-05 16:02:12+00:00,,1,3,53,0,@FFFLeipzig psst,"{'mentions': [{'start': 0, 'end': 11, 'username': 'FFFLeipzig', 'id': '1081299931846053894'}]}",[]
1521905498769051649,1072187272815149057,2022-05-04 17:32:01+00:00,,45,27,209,3,"🗳 Es wird gewählt – und gestreikt! 📣

In Schleswig-Holstein und Nordrhein-Westfalen werden neue Landesregierung gewählt. Sie werden entscheiden, ob Deutschland die 1,5°C-Grenze einhält und deshalb machen wir am Freitag Druck!

Infos zu eurem Streik: https://t.co/d5ZvObD4CG https://t.co/7L0Gd2IGWS","{'urls': [{'start': 250, 'end': 273, 'url': 'https://t.co/d5ZvObD4CG', 'expanded_url': 'http://fridaysforfuture.de/streiktermine', 'display_url': 'fridaysforfuture.de/streiktermine'}, {'start': 274, 'end': 297, 'url': 'https://t.co/7L0Gd2IGWS', 'expanded_url': 'https://twitter.com/FridayForFuture/status/1521905498769051649/photo/1', 'display_url': 'pic.twitter.com/7L0Gd2IGWS', 'media_key': '3_1521905495090601988'}]}",[]
1521877352556417025,1072187272815149057,2022-05-04 15:40:10+00:00,,146,36,617,2,"Heute ist deutscher #EarthOvershootDay. Wir haben also die natürlichen Ressourcen, die sich innerhalb eines Jahres regenerieren, bereits überschritten. Und es ist MAI!

Wir brauchen daher endlich eine Politik, die unsere Lebensgrundlagen und die 1,5°C-Grenze ernstnimmt!","{'hashtags': [{'start': 20, 'end': 38, 'tag': 'EarthOvershootDay'}]}",[]
1521569732289310720,1072187272815149057,2022-05-03 19:17:48+00:00,,231,45,1482,6,"Während in der NRW-#Wahlarena ernsthaft noch Politiker an den absurd hohen Abständen für Windräder festhalten wollen, werden die Dörfer am Tagebau einfach abgerissen – für Kohle, die außer RWE niemand mehr braucht. Diese fossile Politik muss gestoppt werden!","{'hashtags': [{'start': 19, 'end': 29, 'tag': 'Wahlarena'}]}",[]
1521533572926038017,1072187272815149057,2022-05-03 16:54:07+00:00,,73,93,496,11,"Gestern wurde in Mannheim ein Mann von der Polizei brutal ermordet. Wir sind tief getroffen und solidarisieren uns mit allen Opfern von #Polizeigewalt –
gleichzeitig braucht es eine vollständige Aufklärung des Falls!
Viel Kraft den Angehörigen.
#Polizeiproblem","{'hashtags': [{'start': 136, 'end': 150, 'tag': 'Polizeigewalt'}, {'start': 245, 'end': 260, 'tag': 'Polizeiproblem'}]}",[]
1521399841514999809,1072187272815149057,2022-05-03 08:02:43+00:00,,93,44,372,12,"Während wir eigentlich weg von fossilen Rohstoffimporten kommen sollten, macht @OlafScholz genau das Gegenteil und importiert Steinkohle aus Kolumbien. Zum Nachteil der indigenen Bevölkerung und unseres CO2-Budgets. Wer wollte nochmal Klimakanzler sein?
https://t.co/NL4nYhj4A2","{'mentions': [{'start': 79, 'end': 90, 'username': 'OlafScholz', 'id': '38150247'}], 'urls': [{'start': 254, 'end': 277, 'url': 'https://t.co/NL4nYhj4A2', 'expanded_url': 'https://taz.de/Umstrittene-Kohle-aus-Kolumbien/!5851664/', 'display_url': 'taz.de/Umstrittene-Ko…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1520811544891863041/F1aMuPeV?format=jpg&name=orig', 'width': 948, 'height': 474}, {'url': 'https://pbs.twimg.com/news_img/1520811544891863041/F1aMuPeV?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Umstrittene Kohle aus Kolumbien: Auf dem Rücken der Indigenen', 'description': 'Deutschland will weg von fossilen Rohstoffen aus Russland. Doch der Ersatz birgt neue Probleme – wie ein Blick nach Kolumbien zeigt.', 'unwound_url': 'https://taz.de/Umstrittene-Kohle-aus-Kolumbien/!5851664/'}]}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1439961464555466753', 'name': 'Olaf Scholz'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '1439961464555466753', 'name': 'Olaf Scholz'}}]"
